pdbid,pK_predicted,t_prep_s,t_inf_s,t_tot_s,Model,pK_true
1a30,5.5023727,0.1270227432250976,0.0274368971586227,0.1544596403837203,EHIGN-PLA,4.3
2qnq,6.058917,0.1811959743499755,0.0274368971586227,0.20863287150859822,EHIGN-PLA,6.11
1g2k,7.954216,0.1857094764709472,0.0274368971586227,0.2131463736295699,EHIGN-PLA,7.96
1eby,9.385528,0.4133877754211425,0.0274368971586227,0.4408246725797652,EHIGN-PLA,9.7
3o9i,11.944529,0.1785964965820312,0.0274368971586227,0.20603339374065388,EHIGN-PLA,11.82
4lzs,5.195937,0.1205596923828124,0.0274368971586227,0.1479965895414351,EHIGN-PLA,4.8
3u5j,5.8586454,0.1327631473541259,0.0274368971586227,0.1602000445127486,EHIGN-PLA,5.61
4wiv,6.396208,0.1847653388977049,0.0274368971586227,0.2122022360563276,EHIGN-PLA,6.26
4ogj,5.475214,0.26556658744812,0.0274368971586227,0.2930034846067427,EHIGN-PLA,6.79
3p5o,6.9480743,0.1082701683044433,0.0274368971586227,0.135707065463066,EHIGN-PLA,7.3
1ps3,5.914398,0.1987037658691405,0.0274368971586227,0.2261406630277632,EHIGN-PLA,2.28
3dx1,4.6456037,0.1334714889526366,0.0274368971586227,0.1609083861112593,EHIGN-PLA,3.58
3d4z,5.566107,0.2664260864257811,0.0274368971586227,0.29386298358440377,EHIGN-PLA,4.89
3dx2,7.1901865,0.1254630088806152,0.0274368971586227,0.15289990603923792,EHIGN-PLA,6.82
3ejr,7.5411925,0.1249847412109374,0.0274368971586227,0.1524216383695601,EHIGN-PLA,8.57
3l7b,3.5002162,0.1293127536773681,0.0274368971586227,0.1567496508359908,EHIGN-PLA,2.4
4eky,4.647762,0.1622507572174071,0.0274368971586227,0.1896876543760298,EHIGN-PLA,3.52
3g2n,4.3276243,0.1911780834197998,0.0274368971586227,0.2186149805784225,EHIGN-PLA,4.09
3syr,4.689475,0.1441273689270019,0.0274368971586227,0.17156426608562458,EHIGN-PLA,5.1
3ebp,5.873763,0.1498415470123291,0.0274368971586227,0.1772784441709518,EHIGN-PLA,5.91
2w66,5.575389,0.3100316524505614,0.0274368971586227,0.3374685496091841,EHIGN-PLA,4.05
2w4x,4.9780083,0.1041190624237059,0.0274368971586227,0.1315559595823286,EHIGN-PLA,4.85
2wca,6.488962,0.1627001762390136,0.0274368971586227,0.1901370733976363,EHIGN-PLA,5.6
2xj7,5.331184,0.6489863395690918,0.0274368971586227,0.6764232367277145,EHIGN-PLA,6.66
2vvn,6.5926147,0.1283190250396728,0.0274368971586227,0.15575592219829548,EHIGN-PLA,7.3
3aru,4.5514345,0.121664524078369,0.0274368971586227,0.14910142123699172,EHIGN-PLA,3.22
3arv,5.8797064,0.1354563236236571,0.0274368971586227,0.1628932207822798,EHIGN-PLA,5.64
3ary,5.157698,0.193155288696289,0.0274368971586227,0.2205921858549117,EHIGN-PLA,6.0
3arq,7.4166546,0.1427319049835204,0.0274368971586227,0.17016880214214308,EHIGN-PLA,6.4
3arp,6.5161276,0.3028893470764159,0.0274368971586227,0.3303262442350386,EHIGN-PLA,7.15
4ih5,4.805846,0.1788353919982909,0.0274368971586227,0.2062722891569136,EHIGN-PLA,4.11
4ih7,5.3578253,0.1460862159729003,0.0274368971586227,0.17352311313152302,EHIGN-PLA,5.24
3cj4,5.598808,0.139798879623413,0.0274368971586227,0.16723577678203572,EHIGN-PLA,6.51
4eo8,7.8650155,0.1136322021484374,0.0274368971586227,0.1410690993070601,EHIGN-PLA,8.15
3gnw,7.212465,0.1173374652862548,0.0274368971586227,0.1447743624448775,EHIGN-PLA,9.1
1gpk,6.324732,0.3402481079101562,0.0274368971586227,0.3676850050687789,EHIGN-PLA,5.37
1gpn,7.3922534,0.1580231189727783,0.0274368971586227,0.185460016131401,EHIGN-PLA,6.48
1h23,8.035685,0.2375247478485107,0.0274368971586227,0.2649616450071334,EHIGN-PLA,8.35
1h22,7.684108,0.1191685199737548,0.0274368971586227,0.1466054171323775,EHIGN-PLA,9.1
1e66,7.897206,0.200953722000122,0.0274368971586227,0.2283906191587447,EHIGN-PLA,9.89
3f3a,5.0490847,0.154745578765869,0.0274368971586227,0.18218247592449172,EHIGN-PLA,4.19
3f3c,5.157489,0.1149280071258544,0.0274368971586227,0.1423649042844771,EHIGN-PLA,6.02
4mme,6.2494087,0.2629268169403075,0.0274368971586227,0.2903637140989302,EHIGN-PLA,6.5
3f3d,6.2630634,0.1386823654174803,0.0274368971586227,0.166119262576103,EHIGN-PLA,7.16
3f3e,6.6101527,0.2071745395660399,0.0274368971586227,0.23461143672466261,EHIGN-PLA,7.7
2wbg,6.3006916,0.1636948585510252,0.0274368971586227,0.1911317557096479,EHIGN-PLA,4.45
2cbv,4.3039236,0.2059915065765379,0.0274368971586227,0.2334284037351606,EHIGN-PLA,5.48
2j78,5.1681986,0.1104021072387693,0.0274368971586227,0.137839004397392,EHIGN-PLA,6.42
2j7h,6.7291946,0.2404115200042724,0.0274368971586227,0.2678484171628951,EHIGN-PLA,7.19
2cet,8.82354,0.2775416374206542,0.0274368971586227,0.30497853457927687,EHIGN-PLA,8.02
3udh,3.3816438,0.2401146888732909,0.0274368971586227,0.2675515860319136,EHIGN-PLA,2.85
3rsx,4.0828123,0.1483435630798339,0.0274368971586227,0.17578046023845662,EHIGN-PLA,4.41
4djv,6.7938285,0.2210392951965331,0.0274368971586227,0.24847619235515578,EHIGN-PLA,6.72
2vkm,9.024175,0.2045915126800536,0.0274368971586227,0.23202840983867629,EHIGN-PLA,8.74
4gid,8.634735,0.1470215320587157,0.0274368971586227,0.1744584292173384,EHIGN-PLA,10.77
4jfs,6.7058783,0.195019245147705,0.0274368971586227,0.2224561423063277,EHIGN-PLA,5.27
4j28,7.756768,0.1317627429962157,0.0274368971586227,0.1591996401548384,EHIGN-PLA,5.7
2wvt,6.085498,0.1393089294433593,0.0274368971586227,0.166745826601982,EHIGN-PLA,6.12
2xii,9.040216,0.1579535007476806,0.0274368971586227,0.1853903979063033,EHIGN-PLA,7.2
4pcs,6.833893,0.1377806663513183,0.0274368971586227,0.165217563509941,EHIGN-PLA,7.85
3rr4,6.1791105,0.1334569454193115,0.0274368971586227,0.1608938425779342,EHIGN-PLA,4.55
1s38,5.8883705,0.1234502792358397,0.0274368971586227,0.15088717639446242,EHIGN-PLA,5.15
1r5y,6.192766,0.1963100433349608,0.0274368971586227,0.2237469404935835,EHIGN-PLA,6.46
3gc5,7.0932474,0.1466093063354491,0.0274368971586227,0.1740462034940718,EHIGN-PLA,7.26
3ge7,7.667421,0.1708300113677978,0.0274368971586227,0.19826690852642048,EHIGN-PLA,8.7
4dli,6.8495784,0.1378540992736816,0.0274368971586227,0.16529099643230433,EHIGN-PLA,5.62
2zb1,7.309895,0.3858017921447753,0.0274368971586227,0.41323868930339797,EHIGN-PLA,6.32
4f9w,6.0994234,0.194812774658203,0.0274368971586227,0.2222496718168257,EHIGN-PLA,6.94
3e92,8.58901,0.1820271015167235,0.0274368971586227,0.2094639986753462,EHIGN-PLA,8.0
3e93,7.5206203,0.155027151107788,0.0274368971586227,0.18246404826641072,EHIGN-PLA,8.85
4owm,4.1106167,0.1588940620422363,0.0274368971586227,0.18633095920085901,EHIGN-PLA,2.96
3twp,3.9995553,0.2058203220367431,0.0274368971586227,0.2332572191953658,EHIGN-PLA,3.92
3r88,4.1703997,0.1570866107940673,0.0274368971586227,0.18452350795269,EHIGN-PLA,4.82
4gkm,4.787386,0.1377866268157958,0.0274368971586227,0.16522352397441847,EHIGN-PLA,5.17
3qqs,4.9467483,0.1245968341827392,0.0274368971586227,0.1520337313413619,EHIGN-PLA,5.82
3gv9,3.0370574,0.11993670463562,0.0274368971586227,0.1473736017942427,EHIGN-PLA,2.12
3gr2,5.399874,0.259629726409912,0.0274368971586227,0.2870666235685347,EHIGN-PLA,2.52
4kz6,3.8973627,0.1476910114288329,0.0274368971586227,0.17512790858745558,EHIGN-PLA,3.1
4jxs,4.141936,0.1457798480987548,0.0274368971586227,0.1732167452573775,EHIGN-PLA,4.74
2r9w,4.7446647,0.1543180942535399,0.0274368971586227,0.18175499141216261,EHIGN-PLA,5.1
2hb1,4.147561,0.1323201656341552,0.0274368971586227,0.1597570627927779,EHIGN-PLA,3.8
1bzc,6.0566187,0.1407103538513182,0.0274368971586227,0.16814725100994088,EHIGN-PLA,4.92
2qbr,6.0632486,0.1360888481140136,0.0274368971586227,0.1635257452726363,EHIGN-PLA,6.33
2qbq,5.9054694,0.2051248550415038,0.0274368971586227,0.23256175220012648,EHIGN-PLA,7.44
2qbp,6.83379,0.1881005764007567,0.0274368971586227,0.2155374735593794,EHIGN-PLA,8.4
1q8t,5.6801434,0.2053380012512206,0.0274368971586227,0.23277489840984328,EHIGN-PLA,4.76
1ydr,5.820718,0.1190888881683348,0.0274368971586227,0.14652578532695748,EHIGN-PLA,5.52
1q8u,6.492087,0.1910598278045654,0.0274368971586227,0.21849672496318812,EHIGN-PLA,5.96
1ydt,6.493118,0.1257441043853759,0.0274098366498947,0.15315394103527058,EHIGN-PLA,7.32
3ag9,7.496956,0.123681306838989,0.0274098366498947,0.1510911434888837,EHIGN-PLA,8.05
3fcq,4.0157876,0.1567134857177733,0.0274098366498947,0.18412332236766799,EHIGN-PLA,2.77
1z9g,5.889659,0.1751625537872314,0.0274098366498947,0.2025723904371261,EHIGN-PLA,5.64
1qf1,6.791216,0.2022597789764403,0.0274098366498947,0.22966961562633498,EHIGN-PLA,7.32
5tmn,6.628167,0.1595642566680908,0.0274098366498947,0.18697409331798548,EHIGN-PLA,8.04
4tmn,7.147686,0.187791347503662,0.0274098366498947,0.2152011841535567,EHIGN-PLA,10.17
4ddk,3.225826,0.1213061809539794,0.0274098366498947,0.1487160176038741,EHIGN-PLA,2.29
4ddh,3.893418,0.1312353610992431,0.0274098366498947,0.15864519774913782,EHIGN-PLA,3.32
3ivg,6.5106335,0.1629512310028075,0.0274098366498947,0.19036106765270222,EHIGN-PLA,4.3
3coz,5.4628906,0.1557557582855224,0.0274098366498947,0.18316559493541712,EHIGN-PLA,5.57
3coy,6.2946434,0.1279072761535644,0.0274098366498947,0.1553171128034591,EHIGN-PLA,6.02
3pxf,4.5119715,0.1340730190277099,0.0274098366498947,0.16148285567760462,EHIGN-PLA,4.43
4eor,6.4740005,0.2504527568817138,0.0274098366498947,0.2778625935316085,EHIGN-PLA,6.3
2xnb,7.066457,0.1501505374908447,0.0274098366498947,0.17756037414073939,EHIGN-PLA,6.83
1pxn,7.091401,0.1233510971069335,0.0274098366498947,0.1507609337568282,EHIGN-PLA,7.15
2fvd,7.8294916,0.146205186843872,0.0274098366498947,0.17361502349376667,EHIGN-PLA,8.52
4k77,5.5315533,0.1368262767791747,0.0274098366498947,0.1642361134290694,EHIGN-PLA,6.63
4e5w,7.85532,0.1533913612365722,0.0274098366498947,0.18080119788646692,EHIGN-PLA,7.66
4ivb,8.018635,0.1822574138641357,0.0274098366498947,0.2096672505140304,EHIGN-PLA,8.72
4ivd,8.332603,0.1332378387451171,0.0274098366498947,0.1606476753950118,EHIGN-PLA,9.52
4ivc,8.321878,0.1724045276641845,0.0274098366498947,0.19981436431407917,EHIGN-PLA,10.0
4f09,7.509009,0.1243283748626707,0.0274098366498947,0.1517382115125654,EHIGN-PLA,6.7
4gfm,6.1904693,0.1202208995819091,0.0274098366498947,0.14763073623180378,EHIGN-PLA,7.22
4hge,7.5194235,0.1616337299346923,0.0274098366498947,0.189043566584587,EHIGN-PLA,7.92
4e6q,7.215023,0.1646654605865476,0.0274098366498947,0.1920752972364423,EHIGN-PLA,8.36
4jia,6.643093,0.1558485031127929,0.0274098366498947,0.18325833976268763,EHIGN-PLA,9.22
2brb,6.062723,0.157747745513916,0.0274098366498947,0.18515758216381067,EHIGN-PLA,4.86
2br1,6.1335335,0.219748258590698,0.0274098366498947,0.24715809524059268,EHIGN-PLA,5.14
3jvr,5.107069,0.1552467346191406,0.0274098366498947,0.18265657126903528,EHIGN-PLA,5.72
3jvs,5.9506617,0.169818878173828,0.0274098366498947,0.19722871482372267,EHIGN-PLA,6.54
1nvq,8.983534,0.1027154922485349,0.0274098366498947,0.1301253288984296,EHIGN-PLA,8.25
3acw,5.789245,0.0994861125946044,0.0274098366498947,0.1268959492444991,EHIGN-PLA,4.76
4ea2,6.721941,0.1728663444519041,0.0274098366498947,0.2002761811017988,EHIGN-PLA,6.44
2zcr,6.742297,0.2639825344085693,0.0274098366498947,0.291392371058464,EHIGN-PLA,6.87
2zy1,5.5966187,0.2982711791992187,0.0274098366498947,0.3256810158491134,EHIGN-PLA,7.4
2zcq,6.522899,0.1334547996520996,0.0274098366498947,0.16086463630199432,EHIGN-PLA,8.82
1bcu,3.5484242,0.1195859909057616,0.0274098366498947,0.1469958275556563,EHIGN-PLA,3.28
3bv9,5.7979164,0.1736333370208739,0.0274098366498947,0.20104317367076863,EHIGN-PLA,5.36
1oyt,7.2424555,0.1237962245941161,0.0274098366498947,0.15120606124401081,EHIGN-PLA,7.24
2zda,7.4641843,0.1796021461486815,0.0274098366498947,0.2070119827985762,EHIGN-PLA,8.4
3utu,9.829444,0.1628701686859129,0.0274098366498947,0.19028000533580758,EHIGN-PLA,10.92
3u9q,4.2435646,0.2726809978485106,0.0274098366498947,0.3000908344984053,EHIGN-PLA,4.38
2yfe,6.4252644,0.1265451908111571,0.0274098366498947,0.15395502746105177,EHIGN-PLA,6.63
3fur,7.4421263,0.1453325748443603,0.0274098366498947,0.172742411494255,EHIGN-PLA,8.0
3b1m,6.451749,0.2370686531066893,0.0274098366498947,0.264478489756584,EHIGN-PLA,8.48
2p4y,7.5207095,0.146256923675537,0.0274098366498947,0.1736667603254317,EHIGN-PLA,9.0
3uo4,7.2298336,0.1251430511474609,0.0274098366498947,0.1525528877973556,EHIGN-PLA,6.52
3up2,7.1815367,0.1171581745147704,0.0274098366498947,0.1445680111646651,EHIGN-PLA,7.4
3e5a,7.67274,0.1332297325134276,0.0274098366498947,0.16063956916332228,EHIGN-PLA,8.23
2wtv,8.197214,0.1292881965637206,0.0274098366498947,0.1566980332136153,EHIGN-PLA,8.74
3myg,8.155561,0.1613855361938475,0.0274098366498947,0.1887953728437422,EHIGN-PLA,10.7
3kgp,2.3004723,0.1241540908813476,0.0274098366498947,0.15156392753124232,EHIGN-PLA,2.57
1c5z,4.0919895,0.1347131729125976,0.0274098366498947,0.16212300956249232,EHIGN-PLA,4.01
1o5b,5.7609353,0.168107509613037,0.0274098366498947,0.1955173462629317,EHIGN-PLA,5.77
1owh,6.946624,0.1497333049774169,0.0274098366498947,0.1771431416273116,EHIGN-PLA,7.4
1sqa,8.38314,0.1425628662109374,0.0274098366498947,0.1699727028608321,EHIGN-PLA,9.21
4jsz,5.7389684,0.1034498214721679,0.0274098366498947,0.1308596581220626,EHIGN-PLA,2.3
3kwa,5.2072296,0.1169598102569579,0.0274098366498947,0.1443696469068526,EHIGN-PLA,4.08
2weg,6.6665134,0.1036033630371092,0.0274098366498947,0.1310131996870039,EHIGN-PLA,6.5
3ryj,7.5641537,0.1236817836761474,0.0274098366498947,0.15109162032604212,EHIGN-PLA,7.8
3dd0,8.904229,0.1322009563446044,0.0274098366498947,0.1596107929944991,EHIGN-PLA,9.0
2xdl,5.3655753,0.1280527114868163,0.0274098366498947,0.155462548136711,EHIGN-PLA,3.1
3b27,5.518797,0.1364750862121581,0.0274098366498947,0.1638849228620528,EHIGN-PLA,5.16
1yc1,7.6982174,0.1496448516845703,0.0274098366498947,0.17705468833446503,EHIGN-PLA,6.17
3rlr,8.364063,0.1165683269500732,0.0274098366498947,0.1439781635999679,EHIGN-PLA,7.52
2yki,7.49868,0.1509230136871337,0.0274098366498947,0.1783328503370284,EHIGN-PLA,9.46
1z95,7.5071826,0.1463522911071776,0.0274098366498947,0.17376212775707228,EHIGN-PLA,7.12
3b68,8.371065,0.1759524345397949,0.0274098366498947,0.20336227118968958,EHIGN-PLA,8.4
3b5r,8.031223,0.136610746383667,0.0274098366498947,0.1640205830335617,EHIGN-PLA,8.77
3b65,7.7950516,0.1212785243988036,0.0274098366498947,0.14868836104869831,EHIGN-PLA,9.27
3g0w,8.189091,0.1410508155822753,0.0274098366498947,0.16846065223217,EHIGN-PLA,9.52
4u4s,4.6262493,0.1365914344787596,0.0274098366498947,0.1640012711286543,EHIGN-PLA,2.92
1p1q,7.4812202,0.1753959655761718,0.0274098366498947,0.20280580222606648,EHIGN-PLA,4.89
1syi,7.3178782,0.1245324611663817,0.0274098366498947,0.15194229781627638,EHIGN-PLA,5.44
1p1n,6.0818644,0.129652976989746,0.0274098366498947,0.1570628136396407,EHIGN-PLA,6.8
2al5,6.614736,0.1256210803985595,0.0274098366498947,0.15303091704845417,EHIGN-PLA,8.4
3g2z,4.281088,0.1656064987182617,0.0274098366498947,0.19301633536815638,EHIGN-PLA,2.36
3g31,4.590069,0.1105911731719969,0.0274098366498947,0.13800100982189162,EHIGN-PLA,2.89
4de2,5.3320374,0.1356890201568601,0.0274098366498947,0.1630988568067548,EHIGN-PLA,4.12
4de3,5.550123,0.1313078403472899,0.0274098366498947,0.1587176769971846,EHIGN-PLA,5.52
4de1,5.380741,0.1149618625640868,0.0274098366498947,0.14237169921398152,EHIGN-PLA,5.96
1vso,5.3795757,0.1364610195159911,0.0274098366498947,0.16387085616588581,EHIGN-PLA,4.72
4dld,6.7668304,0.1428279876708983,0.0274098366498947,0.17023782432079299,EHIGN-PLA,5.82
3gbb,6.659793,0.166900873184204,0.0274098366498947,0.1943107098340987,EHIGN-PLA,6.9
3fv2,7.262133,0.1565926074981689,0.0274098366498947,0.1840024441480636,EHIGN-PLA,8.11
3fv1,8.2033825,0.1338045597076415,0.0274098366498947,0.1612143963575362,EHIGN-PLA,9.3
4mgd,6.618468,0.3405086994171142,0.0274098366498947,0.3679185360670089,EHIGN-PLA,4.69
2qe4,8.062892,0.146874189376831,0.0274098366498947,0.1742840260267257,EHIGN-PLA,7.96
1qkt,7.7046585,0.1665179729461668,0.0274098366498947,0.19392780959606148,EHIGN-PLA,9.04
2pog,7.5305796,0.1782100200653075,0.0274098366498947,0.20561985671520222,EHIGN-PLA,9.54
2p15,8.928762,0.2655262947082519,0.0274098366498947,0.2929361313581466,EHIGN-PLA,10.3
2y5h,7.5082664,0.1314337253570556,0.0274098366498947,0.15884356200695032,EHIGN-PLA,5.79
1lpg,8.150349,0.1335048675537108,0.0274098366498947,0.16091470420360549,EHIGN-PLA,7.09
2xbv,7.6872387,0.1248478889465331,0.0274098366498947,0.1522577255964278,EHIGN-PLA,8.43
1z6e,8.204582,0.1379506587982177,0.0274098366498947,0.16536049544811238,EHIGN-PLA,9.72
1mq6,8.920158,0.374347686767578,0.0274098366498947,0.40175752341747273,EHIGN-PLA,11.15
1nc3,6.2197976,0.1036341190338134,0.0274098366498947,0.13104395568370808,EHIGN-PLA,5.0
1nc1,7.5271077,0.1010818481445311,0.0274098366498947,0.1284916847944258,EHIGN-PLA,6.12
1y6r,10.478208,0.1545808315277099,0.0274098366498947,0.18199066817760462,EHIGN-PLA,10.11
4f2w,10.460913,0.1127090454101562,0.0274098366498947,0.1401188820600509,EHIGN-PLA,11.3
4f3c,11.009288,0.0914800167083739,0.0274098366498947,0.1188898533582686,EHIGN-PLA,11.82
1uto,2.270022,0.1386606693267821,0.0274098366498947,0.16607050597667677,EHIGN-PLA,2.27
4abg,3.7958353,0.1123452186584472,0.0274098366498947,0.1397550553083419,EHIGN-PLA,3.57
3gy4,4.244935,0.1597325801849364,0.0274098366498947,0.18714241683483113,EHIGN-PLA,5.1
1k1i,6.4832044,0.1159601211547851,0.0274098366498947,0.14336995780467982,EHIGN-PLA,6.58
1o3f,7.509651,0.1072866916656493,0.0274098366498947,0.13469652831554402,EHIGN-PLA,7.96
2yge,5.0807104,0.1818864345550536,0.0274098366498947,0.20929627120494831,EHIGN-PLA,5.06
2fxs,6.3157616,0.1302151679992675,0.0274098366498947,0.15762500464916218,EHIGN-PLA,6.06
2iwx,5.615243,0.1563661098480224,0.0274098366498947,0.18377594649791712,EHIGN-PLA,6.68
2wer,7.2390833,0.1225199699401854,0.0274098366498947,0.1499298065900801,EHIGN-PLA,7.05
2vw5,6.187852,0.1335375308990477,0.0274098366498947,0.1609473675489424,EHIGN-PLA,8.52
4kzq,6.5571637,0.1315577030181884,0.0274098366498947,0.15896753966808308,EHIGN-PLA,6.1
4kzu,6.601694,0.1798064708709715,0.0274098366498947,0.20721630752086623,EHIGN-PLA,6.5
4j21,7.4424496,0.1907739639282225,0.0274098366498947,0.2181838005781172,EHIGN-PLA,7.41
4j3l,7.899326,0.1345465183258055,0.0274098366498947,0.1619563549757002,EHIGN-PLA,7.8
3kr8,7.912004,0.485703945159912,0.0274098366498947,0.5131137818098067,EHIGN-PLA,8.1
2ymd,6.258131,0.1415014266967772,0.0274098366498947,0.1689112633466719,EHIGN-PLA,3.16
2wnc,5.660718,0.4106862545013426,0.0274098366498947,0.4380960911512373,EHIGN-PLA,6.32
2xys,7.634398,0.1650707721710204,0.0274098366498947,0.1924806088209151,EHIGN-PLA,7.42
2wn9,5.56669,0.1160874366760253,0.0274098366498947,0.14349727332592,EHIGN-PLA,8.52
2x00,8.543135,0.1503980159759519,0.0274098366498947,0.17780785262584659,EHIGN-PLA,11.33
3ozt,6.5908,0.1299819946289062,0.0274098366498947,0.1573918312788009,EHIGN-PLA,4.13
3ozs,6.8174114,0.1096146106719969,0.0274098366498947,0.13702444732189162,EHIGN-PLA,5.33
3oe5,7.517428,0.1203250885009765,0.0274098366498947,0.1477349251508712,EHIGN-PLA,6.88
3oe4,6.515849,0.1470470428466796,0.0274098366498947,0.1744568794965743,EHIGN-PLA,7.47
3nw9,6.907262,0.1385710239410399,0.0274098366498947,0.1659808605909346,EHIGN-PLA,9.0
3ao4,3.3136773,0.1262176036834716,0.0274098366498947,0.15362744033336628,EHIGN-PLA,2.07
3zt2,3.3629029,0.1658308506011962,0.107142292220017,0.2729731428212132,EHIGN-PLA,2.84
3zsx,3.044952,0.1129899024963378,0.107142292220017,0.2201321947163548,EHIGN-PLA,3.28
4cig,4.380682,0.1278550624847411,0.107142292220017,0.2349973547047581,EHIGN-PLA,3.67
3zso,3.949959,0.1521723270416259,0.107142292220017,0.2593146192616429,EHIGN-PLA,5.12
3n7a,3.5427434,0.1291661262512206,0.107142292220017,0.2363084184712376,EHIGN-PLA,3.7
4ciw,4.623106,0.1445767879486083,0.107142292220017,0.2517190801686253,EHIGN-PLA,4.82
3n86,5.370981,0.1750996112823485,0.107142292220017,0.2822419035023655,EHIGN-PLA,5.64
3n76,5.4580555,0.112518787384033,0.107142292220017,0.21966107960405,EHIGN-PLA,6.85
2xb8,6.4473677,0.111443281173706,0.107142292220017,0.218585573393723,EHIGN-PLA,7.59
4bkt,3.6258492,0.1020715236663818,0.107142292220017,0.2092138158863988,EHIGN-PLA,3.62
4w9c,4.936663,0.211355686187744,0.107142292220017,0.318497978407761,EHIGN-PLA,4.65
4w9l,6.4038477,0.1667051315307616,0.107142292220017,0.27384742375077864,EHIGN-PLA,5.02
4w9i,5.290743,0.1548278331756591,0.107142292220017,0.2619701253956761,EHIGN-PLA,5.96
4w9h,5.3244743,0.1776745319366454,0.107142292220017,0.28481682415666243,EHIGN-PLA,6.73
3nq9,4.460188,0.1222834587097166,0.107142292220017,0.2294257509297336,EHIGN-PLA,4.03
3ueu,5.0547023,0.1278903484344481,0.107142292220017,0.2350326406544651,EHIGN-PLA,5.24
3uev,5.1062584,0.1765422821044921,0.107142292220017,0.2836845743245091,EHIGN-PLA,5.89
3uew,5.2938046,0.1559538841247558,0.107142292220017,0.2630961763447728,EHIGN-PLA,6.31
3uex,5.32805,0.1125435829162597,0.107142292220017,0.2196858751362767,EHIGN-PLA,6.92
3lka,5.356536,0.1326265335083007,0.107142292220017,0.2397688257283177,EHIGN-PLA,2.82
3ehy,7.0014377,0.107173204421997,0.107142292220017,0.214315496642014,EHIGN-PLA,5.85
3tsk,7.9441795,0.1179869174957274,0.107142292220017,0.2251292097157444,EHIGN-PLA,7.17
3nx7,8.232187,0.1324498653411864,0.107142292220017,0.23959215756120342,EHIGN-PLA,8.1
4gr0,8.96691,0.1357643604278563,0.107142292220017,0.2429066526478733,EHIGN-PLA,9.55
3dxg,3.2395058,0.1035211086273193,0.107142292220017,0.2106634008473363,EHIGN-PLA,2.4
3d6q,2.9663382,0.1072113513946532,0.107142292220017,0.2143536436146702,EHIGN-PLA,3.76
1w4o,4.050625,0.1067895889282226,0.107142292220017,0.2139318811482396,EHIGN-PLA,5.22
1o0h,5.41735,0.1289803981781005,0.107142292220017,0.2361226903981175,EHIGN-PLA,5.92
1u1b,6.1084824,0.3248693943023681,0.107142292220017,0.4320116865223851,EHIGN-PLA,7.8
1p1n,5.897439999999991,0.1471,0.045691,0.19279100000000002,ET-Score,6.8
3rr4,3.830819999999997,0.0377,0.028735,0.066435,ET-Score,4.55
1o3f,6.279940000000011,0.0967,0.038079,0.13477899999999998,ET-Score,7.96
3ozt,6.254120000000004,0.0596,0.037484,0.097084,ET-Score,4.13
3rsx,3.9984,0.055,0.036984,0.09198400000000001,ET-Score,4.41
1ydr,5.800299999999992,0.0664,0.059212,0.125612,ET-Score,5.52
1a30,5.052360000000001,0.0479,0.037818,0.08571799999999999,ET-Score,4.3
3b1m,3.830819999999997,0.0361,0.038386,0.074486,ET-Score,8.48
3myg,3.830819999999997,0.0361,0.037044,0.073144,ET-Score,10.7
3pyy,3.830819999999997,0.0357,0.028768,0.064468,ET-Score,6.86
3nq9,4.143319999999995,0.0809,0.038264,0.11916399999999999,ET-Score,4.03
3rlr,6.989660000000012,0.0963,0.037166,0.133466,ET-Score,7.52
3prs,7.663579999999997,0.149,0.03904,0.18803999999999998,ET-Score,7.82
3zsx,4.487219999999999,0.057,0.056421,0.113421,ET-Score,3.28
3ui7,3.830819999999997,0.0358,0.038381,0.074181,ET-Score,9.0
3zdg,6.087979999999998,0.0562,0.037304,0.093504,ET-Score,7.1
4ih7,5.730239999999991,0.1611,0.037782,0.198882,ET-Score,5.24
4w9h,3.830819999999997,0.037,0.038055,0.075055,ET-Score,6.73
1syi,6.364419999999991,0.1504,0.037234,0.18763400000000002,ET-Score,5.44
3cj4,5.026920000000001,0.0577,0.039088,0.096788,ET-Score,6.51
3uuo,6.595160000000004,0.1205,0.037616,0.15811599999999998,ET-Score,7.96
1c5z,3.4200599999999963,0.0533,0.029497,0.082797,ET-Score,4.01
2cet,7.093499999999987,0.1476,0.036881,0.184481,ET-Score,8.02
4gfm,5.104379999999998,0.0561,0.059937,0.116037,ET-Score,7.22
2wca,6.324179999999999,0.2245,0.037905,0.262405,ET-Score,5.6
3uew,4.871519999999992,0.0594,0.038148,0.097548,ET-Score,6.31
2qe4,3.830819999999997,0.0355,0.037113,0.072613,ET-Score,7.96
4f2w,3.830819999999997,0.0353,0.042059,0.077359,ET-Score,11.3
4w9i,3.830819999999996,0.0354,0.040645,0.076045,ET-Score,5.96
3ag9,3.830819999999996,0.0362,0.045579,0.081779,ET-Score,8.05
2fxs,5.491279999999999,0.0561,0.042666,0.09876599999999999,ET-Score,6.06
5c2h,7.205520000000018,0.0642,0.064944,0.12914399999999998,ET-Score,11.09
4jia,7.24147999999999,0.1308,0.045853,0.176653,ET-Score,9.22
2p4y,3.830819999999996,0.0364,0.048983,0.085383,ET-Score,9.0
2qnq,7.402320000000014,0.1049,0.050679,0.155579,ET-Score,6.11
3uex,3.830819999999996,0.036,0.044823,0.080823,ET-Score,6.92
3e93,3.830819999999997,0.0355,0.038779,0.074279,ET-Score,8.85
1k1i,5.810380000000005,0.0577,0.038155,0.095855,ET-Score,6.58
